state,fips_code,county,county seat,latitude,longitude,longitude_abs,population,land area,water area,total area
Texas,48275,Knox,Benjamin,+33.616657°,–99.747112°,99.747112°,"3,719","2,203.10",12.578,"2,215.68"
Texas,48277,Lamar,Cotulla,+33.667263°,–95.570348°,95.570348°,"49,793","2,349.61",67.113,"2,416.73"
Texas,48279,Lamb,Paris,+34.068862°,–102.348018°,102.348018°,"13,977","2,631.90",3.974,"2,635.87"
Texas,48281,Lampasas,Littlefield,+31.196731°,–98.240889°,98.240889°,"19,677","1,846.25",2.833,"1,849.08"
Texas,48283,La Salle,Lampasas,+28.351098°,–99.096774°,99.096774°,"6,886","3,850.51",19.539,"3,870.05"
Texas,48285,Lavaca,Hallettsville,+29.382578°,–96.923633°,96.923633°,"19,263","2,511.53",1.885,"2,513.42"
Texas,48287,Lee,Giddings,+30.321105°,–96.976365°,96.976365°,"16,612","1,629.14",13.169,"1,642.31"
Texas,48289,Leon,Centerville,+31.300493°,–95.995622°,95.995622°,"16,801","2,779.45",19.343,"2,798.79"
Texas,48291,Liberty,Liberty,+30.162189°,–94.822682°,94.822682°,"75,643","3,000.29",46.412,"3,046.70"
Texas,48293,Limestone,Groesbeck,+31.547543°,–96.593623°,96.593623°,"23,384","2,344.68",72.199,"2,416.88"
Texas,48295,Lipscomb,Lipscomb,+36.280200°,–100.272683°,100.272683°,"3,302","2,414.33",0.299,"2,414.63"
Texas,48297,Live Oak,George West,+28.351535°,–98.126961°,98.126961°,"11,531","2,692.80",101.484,"2,794.29"
Texas,48299,Llano,Llano,+30.707585°,–98.684690°,98.684690°,"19,301","2,419.14",82.419,"2,501.56"
Texas,48301,Loving,Mentone,+31.844936°,–103.561229°,103.561229°,82,"1,732.51",20.152,"1,752.66"
Texas,48303,Lubbock,Lubbock,+33.611469°,–101.819944°,101.819944°,"278,831","2,319.59",13.212,"2,332.80"
Texas,48305,Lynn,Tahoka,+33.178412°,–101.818493°,101.818493°,"5,915","2,309.93",4.17,"2,314.10"
Texas,48307,McCulloch,Madisonville,+31.205477°,–99.359856°,99.359856°,"8,283","2,759.89",20.285,"2,780.17"
Texas,48309,McLennan,Jefferson,+31.549493°,–97.201472°,97.201472°,"234,906","2,686.08",59.906,"2,745.99"
Texas,48311,McMullen,Stanton,+28.384922°,–98.578853°,98.578853°,707,"2,951.10",44.96,"2,996.06"
Texas,48313,Madison,Mason,+30.966878°,–95.930372°,95.930372°,"13,664","1,207.10",16.494,"1,223.60"
Texas,48315,Marion,Bay City,+32.797757°,–94.357673°,94.357673°,"10,546",986.476,102.155,"1,088.63"
Texas,48317,Martin,Eagle Pass,+32.309830°,–101.961836°,101.961836°,"4,799","2,369.69",1.932,"2,371.63"
Texas,48319,Mason,Brady,+30.703232°,–99.237608°,99.237608°,"4,012","2,405.59",8.834,"2,414.42"
Texas,48321,Matagorda,Waco,+28.783341°,–95.997755°,95.997755°,"36,702","2,849.70","1,326.68","4,176.38"
Texas,48323,Maverick,Tilden,+28.745217°,–100.311368°,100.311368°,"54,258","3,313.26",32.426,"3,345.69"
Texas,48325,Medina,Hondo,+29.353661°,–99.111085°,99.111085°,"46,006","3,432.66",23.769,"3,456.43"
Texas,48327,Menard,Menard,+30.883707°,–99.854936°,99.854936°,"2,242","2,336.25",0.614,"2,336.86"
Texas,48329,Midland,Midland,+31.870896°,–102.024326°,102.024326°,"136,872","2,331.77",4.534,"2,336.30"
Texas,48331,Milam,Cameron,+30.791242°,–96.984395°,96.984395°,"24,757","2,633.84",12.539,"2,646.38"
Texas,48333,Mills,Goldthwaite,+31.494889°,–98.594623°,98.594623°,"4,936","1,937.99",3.903,"1,941.89"
Texas,48335,Mitchell,Colorado City,+32.303781°,–100.924580°,100.924580°,"9,403","2,359.71",12.49,"2,372.20"
Texas,48337,Montague,Montague,+33.676289°,–97.724747°,97.724747°,"19,719","2,411.04",19.087,"2,430.12"
Texas,48339,Montgomery,Conroe,+30.302364°,–95.503523°,95.503523°,"455,746","2,698.08",91.023,"2,789.10"
Texas,48341,Moore,Dumas,+35.835676°,–101.890502°,101.890502°,"21,904","2,330.19",25.718,"2,355.91"
Texas,48343,Morris,Daingerfield,+33.116466°,–94.731265°,94.731265°,"12,934",652.637,17.394,670.031
Texas,48345,Motley,Matador,+34.058383°,–100.793696°,100.793696°,"1,210","2,562.96",0.643,"2,563.60"
Texas,48347,Nacogdoches,Nacogdoches,+31.620560°,–94.620250°,94.620250°,"64,524","2,451.52",89.746,"2,541.27"
Texas,48349,Navarro,Corsicana,+32.048450°,–96.476908°,96.476908°,"47,735","2,614.92",197.639,"2,812.56"
Texas,48351,Newton,Newton,+30.786718°,–93.739250°,93.739250°,"14,445","2,418.21",15.672,"2,433.89"
Texas,48353,Nolan,Sweetwater,+32.312338°,–100.418108°,100.418108°,"15,216","2,362.06",5.053,"2,367.11"
Texas,48355,Nueces,Corpus Christi,+27.739406°,–97.521643°,97.521643°,"340,223","2,171.66",847.226,"3,018.89"
Texas,48357,Ochiltree,Perryton,+36.278744°,–100.815864°,100.815864°,"10,223","2,376.64",1.332,"2,377.97"
Texas,48359,Oldham,Vega,+35.401921°,–102.597620°,102.597620°,"2,052","3,886.36",2.338,"3,888.70"
Texas,48361,Orange,Orange,+30.120918°,–93.893358°,93.893358°,"81,837",864.198,118.78,982.977
Texas,48363,Palo Pinto,Palo Pinto,+32.752210°,–98.317974°,98.317974°,"28,111","2,465.13",87.328,"2,552.46"
Texas,48365,Panola,Carthage,+32.163978°,–94.305156°,94.305156°,"23,796","2,076.52",50.645,"2,127.17"
Texas,48367,Parker,Weatherford,+32.777096°,–97.805905°,97.805905°,"116,927","2,340.00",17.136,"2,357.13"
Texas,48369,Parmer,Farwell,+34.532163°,–102.784853°,102.784853°,"10,269","2,281.20",11.344,"2,292.55"
Texas,48371,Pecos,Fort Stockton,+30.770894°,–102.719860°,102.719860°,"15,507","12,338.31",2.532,"12,340.84"
Texas,48373,Polk,Livingston,+30.784553°,–94.837338°,94.837338°,"45,413","2,737.86",136.147,"2,874.01"
Texas,48375,Potter,Amarillo,+35.398675°,–101.893804°,101.893804°,"121,073","2,352.67",35.275,"2,387.94"
Texas,48377,Presidio,Marfa,+30.005891°,–104.261619°,104.261619°,"7,818","9,985.02",1.773,"9,986.79"
Texas,48379,Rains,Emory,+32.870580°,–95.795440°,95.795440°,"10,914",594.278,76.082,670.36
Texas,48381,Randall,Canyon,+34.962529°,–101.895547°,101.895547°,"120,725","2,360.89",28.192,"2,389.08"
Texas,48383,Reagan,Big Lake,+31.372895°,–101.513901°,101.513901°,"3,367","3,044.02",1.793,"3,045.81"
Texas,48385,Real,Leakey,+29.823030°,–99.805303°,99.805303°,"3,309","1,810.91",2.346,"1,813.25"
Texas,48387,Red River,Clarksville,+33.619626°,–95.048429°,95.048429°,"12,860","2,684.72",52.208,"2,736.93"
Texas,48389,Reeves,Pecos,+31.308366°,–103.712706°,103.712706°,"13,783","6,825.59",17.397,"6,842.99"
Texas,48391,Refugio,Refugio,+28.312496°,–97.160479°,97.160479°,"7,383","1,995.44",123.799,"2,119.24"
Texas,48393,Roberts,Miami,+35.836216°,–100.807555°,100.807555°,929,"2,393.30",0.347,"2,393.65"
Texas,48395,Robertson,Franklin,+31.025481°,–96.514941°,96.514941°,"16,622","2,216.21",25.046,"2,241.26"
Texas,48397,Rockwall,Rockwall,+32.889216°,–96.407501°,96.407501°,"78,337",329.021,56.154,385.175
Texas,48399,Runnels,Ballinger,+31.833311°,–99.967856°,99.967856°,"10,501","2,721.93",15.93,"2,737.86"
Texas,48401,Rusk,Henderson,+32.109423°,–94.756382°,94.756382°,"53,330","2,393.22",37.244,"2,430.46"
Texas,48403,Sabine,Hemphill,+31.343300°,–93.851913°,93.851913°,"10,834","1,272.70",220.821,"1,493.52"
Texas,48405,San Augustine,San Augustine,+31.382449°,–94.163180°,94.163180°,"8,865","1,374.40",159.647,"1,534.04"
Texas,48407,San Jacinto,Coldspring,+30.574218°,–95.162852°,95.162852°,"26,384","1,474.33",151.949,"1,626.28"
Texas,48409,San Patricio,Sinton,+28.011782°,–97.517165°,97.517165°,"64,804","1,796.03",37.539,"1,833.57"
Texas,48411,San Saba,San Saba,+31.155138°,–98.819292°,98.819292°,"6,131","2,940.41",8.072,"2,948.48"
Texas,48413,Schleicher,Eldorado,+30.896233°,–100.527216°,100.527216°,"3,461","3,394.52",0.087,"3,394.60"
Texas,48415,Scurry,Snyder,+32.744462°,–100.913399°,100.913399°,"16,921","2,345.09",5.44,"2,350.53"
Texas,48417,Shackelford,Albany,+32.743788°,–99.347045°,99.347045°,"3,378","2,367.99",3.268,"2,371.26"
Texas,48419,Shelby,Center,+31.790137°,–94.142565°,94.142565°,"25,448","2,060.55",101.096,"2,161.65"
Texas,48421,Sherman,Stratford,+36.277628°,–101.894716°,101.894716°,"3,034","2,390.65",0.429,"2,391.08"
Texas,48423,Smith,Tyler,+32.377093°,–95.269630°,95.269630°,"209,714","2,386.56",73.212,"2,459.77"
Texas,48425,Somervell,Glen Rose,+32.217942°,–97.769211°,97.769211°,"8,490",482.937,14.223,497.16
Texas,48427,Starr,Rio Grande City,+26.546335°,–98.715803°,98.715803°,"60,968","3,168.02",15.302,"3,183.32"
Texas,48429,Stephens,Breckenridge,+32.731531°,–98.840081°,98.840081°,"9,630","2,322.49",64.134,"2,386.63"
Texas,48431,Sterling,Sterling City,+31.835774°,–101.054911°,101.054911°,"1,143","2,391.73",0.167,"2,391.90"
Texas,48433,Stonewall,Aspermont,+33.179580°,–100.253807°,100.253807°,"1,490","2,373.24",10.178,"2,383.42"
Texas,48435,Sutton,Sonora,+30.517865°,–100.505395°,100.505395°,"4,128","3,765.65",1.277,"3,766.93"
Texas,48437,Swisher,Tulia,+34.530460°,–101.732852°,101.732852°,"7,854","2,305.50",27.279,"2,332.78"
Texas,48439,Tarrant,Fort Worth,+32.772040°,–97.291291°,97.291291°,"1,809,034","2,236.74",100.223,"2,336.96"
Texas,48441,Taylor,Abilene,+32.295684°,–99.893220°,99.893220°,"131,506","2,371.27",9.721,"2,380.99"
Texas,48443,Terrell,Sanderson,+30.232332°,–102.072539°,102.072539°,984,"6,107.26",0.106,"6,107.36"
Texas,48445,Terry,Brownfield,+33.171229°,–102.339284°,102.339284°,"12,651","2,302.08",5.444,"2,307.53"
Texas,48447,Throckmorton,Throckmorton,+33.170712°,–99.206137°,99.206137°,"1,641","2,363.50",7.586,"2,371.09"
Texas,48449,Titus,Mount Pleasant,+33.214599°,–94.966783°,94.966783°,"32,334","1,051.68",50.736,"1,102.41"
Texas,48451,Tom Green,San Angelo,+31.401583°,–100.461355°,100.461355°,"110,224","3,941.89",48.105,"3,989.99"
Texas,48453,Travis,Austin,+30.239513°,–97.691270°,97.691270°,"1,024,266","2,564.61",84.967,"2,649.58"
Texas,48455,Trinity,Groveton,+31.087483°,–95.153291°,95.153291°,"14,585","1,796.44",52.733,"1,849.17"
Texas,48457,Tyler,Woodville,+30.769579°,–94.379449°,94.379449°,"21,766","2,394.45",28.806,"2,423.25"
Texas,48459,Upshur,Gilmer,+32.735878°,–94.941649°,94.941649°,"39,309","1,509.83",24.998,"1,534.82"
Texas,48461,Upton,Rankin,+31.353849°,–102.042013°,102.042013°,"3,355","3,215.01",0.464,"3,215.48"
Texas,48463,Uvalde,Uvalde,+29.350340°,–99.761074°,99.761074°,"26,405","4,019.52",17.322,"4,036.84"
Texas,48465,Val Verde,Del Rio,+29.884961°,–101.146646°,101.146646°,"48,879","8,144.86",227.711,"8,372.58"
Texas,48467,Van Zandt,Canton,+32.558948°,–95.836391°,95.836391°,"52,579","2,182.21",44.167,"2,226.38"
Texas,48469,Victoria,Victoria,+28.796370°,–96.971198°,96.971198°,"86,793","2,284.74",17.334,"2,302.07"
Texas,48471,Walker,Huntsville,+30.743090°,–95.569888°,95.569888°,"67,861","2,030.99",44.898,"2,075.89"
Texas,48473,Waller,Hempstead,+30.013578°,–95.982102°,95.982102°,"43,205","1,329.78",11.366,"1,341.14"
Texas,48475,Ward,Monahans,+31.513069°,–103.105113°,103.105113°,"10,658","2,164.20",0.624,"2,164.82"
Texas,48477,Washington,Brenham,+30.215075°,–96.410272°,96.410272°,"33,718","1,564.23",46.094,"1,610.33"
Texas,48479,Webb,Laredo,+27.770584°,–99.326641°,99.326641°,"250,304","8,706.20",36.538,"8,742.74"
Texas,48481,Wharton,Wharton,+29.278481°,–96.229675°,96.229675°,"41,280","2,813.12",21.289,"2,834.40"
Texas,48483,Wheeler,Wheeler,+35.392593°,–100.253107°,100.253107°,"5,410","2,368.60",2.481,"2,371.09"
Texas,48485,Wichita,Wichita Falls,+33.991103°,–98.716851°,98.716851°,"131,500","1,625.93",13.831,"1,639.76"
Texas,48487,Wilbarger,Vernon,+34.084920°,–99.242440°,99.242440°,"13,535","2,514.47",18.258,"2,532.73"
Texas,48489,Willacy,Raymondville,+26.481092°,–97.584224°,97.584224°,"22,134","1,529.53",501.716,"2,031.24"
Texas,48491,Williamson,Georgetown,+30.649030°,–97.605069°,97.605069°,"422,679","2,896.39",41.793,"2,938.18"
Texas,48493,Wilson,Floresville,+29.174303°,–98.085899°,98.085899°,"42,918","2,081.66",12.116,"2,093.77"
Texas,48495,Winkler,Kermit,+31.831416°,–103.055986°,103.055986°,"7,110","2,178.46",0.414,"2,178.87"
Texas,48497,Wise,Decatur,+33.219095°,–97.653997°,97.653997°,"59,127","2,342.44",47.039,"2,389.48"
Texas,48499,Wood,Quitman,+32.783588°,–95.382166°,95.382166°,"41,964","1,671.15",130.754,"1,801.90"
Texas,48501,Yoakum,Plains,+33.172397°,–102.823771°,102.823771°,"7,879","2,071.24",0.034,"2,071.27"
Texas,48503,Young,Graham,+33.158787°,–98.678267°,98.678267°,"18,550","2,368.46",42.452,"2,410.91"
Texas,48505,Zapata,Zapata,+26.996981°,–99.182603°,99.182603°,"14,018","2,585.88",154.371,"2,740.25"
Texas,48507,Zavala,Crystal City,+28.864652°,–99.759830°,99.759830°,"11,677","3,360.27",11.21,"3,371.48"
Utah,49001,Beaver,Beaver,+38.357535°,–113.238948°,113.238948°,"6,629","6,707.76",5.331,"6,713.09"
Utah,49003,Box Elder,Brigham City,+41.476021°,–113.052922°,113.052922°,"49,975","14,880.91","2,547.94","17,428.85"
Utah,49005,Cache,Logan,+41.734225°,–111.744581°,111.744581°,"112,656","3,016.85",21.265,"3,038.12"
Utah,49007,Carbon,Price,+39.670050°,–110.590357°,110.590357°,"21,403","3,829.28",15.774,"3,845.05"
Utah,49009,Daggett,Manila,+40.890099°,–109.505786°,109.505786°,"1,059","1,805.17",61.462,"1,866.63"
Utah,49011,Davis,Farmington,+41.037045°,–112.202123°,112.202123°,"306,479",773.832,868.123,"1,641.96"
Utah,49013,Duchesne,Duchesne,+40.289649°,–110.429830°,110.429830°,"18,607","8,394.01",38.788,"8,432.80"
Utah,49015,Emery,Castle Dale,+39.009028°,–110.721111°,110.721111°,"10,976","11,557.34",24.591,"11,581.93"
Utah,49017,Garfield,Panguitch,+37.831622°,–111.450886°,111.450886°,"5,172","13,403.50",85.795,"13,489.30"
Utah,49019,Grand,Moab,+38.974326°,–109.573450°,109.573450°,"9,225","9,509.25",31.439,"9,540.69"
Utah,49021,Iron,Parowan,+37.882727°,–113.290059°,113.290059°,"46,163","8,538.36",11.394,"8,549.76"
Utah,49023,Juab,Nephi,+39.710827°,–112.794262°,112.794262°,"10,246","8,785.96",36.572,"8,822.53"
Utah,49025,Kane,Kanab,+37.275118°,–111.815413°,111.815413°,"7,125","10,334.64",306.368,"10,641.01"
Utah,49027,Millard,Fillmore,+39.094540°,–113.525014°,113.525014°,"12,503","17,022.50",661.655,"17,684.16"
Utah,49029,Morgan,Morgan,+41.091027°,–111.577885°,111.577885°,"9,469","1,577.81",4.427,"1,582.24"
Utah,49031,Piute,Junction,+38.335881°,–112.129376°,112.129376°,"1,556","1,962.67",20.528,"1,983.20"
Utah,49033,Rich,Randolph,+41.627598°,–111.240227°,111.240227°,"2,264","2,664.51",149.136,"2,813.65"
Utah,49035,Salt Lake,Salt Lake City,+40.667882°,–111.924244°,111.924244°,"1,029,655","1,922.50",168.57,"2,091.07"
Utah,49037,San Juan,Monticello,+37.623064°,–109.789320°,109.789320°,"14,746","20,253.68",293.096,"20,546.77"
Utah,49039,Sanpete,Manti,+39.380588°,–111.570451°,111.570451°,"27,822","4,118.48",32.076,"4,150.55"
Utah,49041,Sevier,Richfield,+38.746825°,–111.811930°,111.811930°,"20,802","4,948.37",20.26,"4,968.63"
Utah,49043,Summit,Coalville,+40.872060°,–110.968486°,110.968486°,"36,324","4,847.71",26.571,"4,874.28"
Utah,49045,Tooele,Tooele,+40.467692°,–113.124015°,113.124015°,"58,218","17,978.02",892.841,"18,870.86"
Utah,49047,Uintah,Vernal,+40.125887°,–109.517748°,109.517748°,"32,588","11,602.35",56.187,"11,658.54"
Utah,49049,Utah,Provo,+40.120409°,–111.668667°,111.668667°,"516,564","5,188.92",364.307,"5,553.23"
Utah,49051,Wasatch,Heber,+40.334884°,–111.161568°,111.161568°,"23,530","3,044.53",78.954,"3,123.49"
Utah,49053,Washington,St. George,+37.262531°,–113.487800°,113.487800°,"138,115","6,284.24",9.308,"6,293.55"
Utah,49055,Wayne,Loa,+38.261229°,–110.990323°,110.990323°,"2,778","6,373.12",15.055,"6,388.18"
Utah,49057,Weber,Ogden,+41.270355°,–111.875879°,111.875879°,"231,236","1,492.05",215.752,"1,707.80"
Vermont,50001,Addison,Middlebury,+44.031248°,–73.141581°,73.141581°,"36,821","1,984.77",107.309,"2,092.08"
Vermont,50003,Bennington,"Bennington, Manchester",+43.035325°,–73.111460°,73.111460°,"37,125","1,748.19",6.932,"1,755.12"
Vermont,50005,Caledonia,St. Johnsbury,+44.468791°,–72.112168°,72.112168°,"31,227","1,680.55",22.463,"1,703.01"
Vermont,50007,Chittenden,Burlington,+44.460676°,–73.070525°,73.070525°,"156,545","1,389.73",214.245,"1,603.98"
Vermont,50009,Essex,Guildhall,+44.724021°,–71.732736°,71.732736°,"6,306","1,718.71",30.291,"1,749.00"
Vermont,50011,Franklin,St. Albans,+44.858964°,–72.909402°,72.909402°,"47,746","1,641.29",150.933,"1,792.22"
Vermont,50013,Grand Isle,North Hero,+44.801788°,–73.300758°,73.300758°,"6,970",211.891,292.298,504.188
Vermont,50015,Lamoille,Hyde Park,+44.603504°,–72.638356°,72.638356°,"24,475","1,188.28",12.661,"1,200.94"
Vermont,50017,Orange,Chelsea,+44.003392°,–72.369687°,72.369687°,"28,936","1,779.41",13.552,"1,792.96"
Vermont,50019,Orleans,Newport,+44.828442°,–72.251630°,72.251630°,"27,231","1,795.56",72.249,"1,867.81"
Vermont,50021,Rutland,Rutland,+43.580844°,–73.038196°,73.038196°,"61,642","2,408.23",38.744,"2,446.97"
Vermont,50023,Washington,Montpelier,+44.274953°,–72.609475°,72.609475°,"59,534","1,779.93",21.213,"1,801.14"
Vermont,50025,Windham,Newfane,+42.999143°,–72.716335°,72.716335°,"44,513","2,033.93",33.056,"2,066.99"
Vermont,50027,Windsor,Woodstock,+43.588143°,–72.591515°,72.591515°,"56,670","2,510.57",19.289,"2,529.86"
Virginia,51001,Accomack,Accomac,+37.765944°,–75.757807°,75.757807°,"33,164","1,164.19","2,228.79","3,392.98"
Virginia,51003,Albemarle,Charlottesville [13],+38.024184°,–78.553506°,78.553506°,"98,970","1,866.60",14.036,"1,880.64"
Virginia,51005,Alleghany,Covington [13],+37.787905°,–80.008669°,80.008669°,"16,250","1,153.73",8.536,"1,162.26"
Virginia,51007,Amelia,Amelia Courthouse,+37.336131°,–77.973218°,77.973218°,"12,690",920.143,8.425,928.567
Virginia,51009,Amherst,Amherst,+37.630362°,–79.147848°,79.147848°,"32,353","1,227.48",12.73,"1,240.22"
Virginia,51011,Appomattox,Appomattox,+37.370725°,–78.810940°,78.810940°,"14,973",863.745,3.205,866.949
Virginia,51013,Arlington,Arlington,+38.878337°,–77.100703°,77.100703°,"207,627",67.274,0.244,67.518
Virginia,51015,Augusta,Staunton [13],+38.167807°,–79.146682°,79.146682°,"73,750","2,504.52",9.988,"2,514.50"
Virginia,51017,Bath,Warm Springs,+38.068988°,–79.732898°,79.732898°,"4,731","1,370.51",14.05,"1,384.56"
Virginia,51019,Bedford,Bedford [13],+37.312408°,–79.527947°,79.527947°,"68,676","1,950.32",42.044,"1,992.36"
Virginia,51021,Bland,Bland,+37.130612°,–81.125853°,81.125853°,"6,824",926.503,2.598,929.101
Virginia,51023,Botetourt,Fincastle,+37.553193°,–79.805318°,79.805318°,"33,148","1,401.71",12.196,"1,413.90"
Virginia,51025,Brunswick,Lawrenceville,+36.764531°,–77.860916°,77.860916°,"17,434","1,466.38",8.318,"1,474.70"
Virginia,51027,Buchanan,Grundy,+37.268120°,–82.038151°,82.038151°,"24,098","1,302.15",2.798,"1,304.95"
Virginia,51029,Buckingham,Buckingham,+37.573928°,–78.529169°,78.529169°,"17,146","1,501.31",10.099,"1,511.40"
Virginia,51031,Campbell,Rustburg,+37.210151°,–79.095429°,79.095429°,"54,842","1,305.01",8.962,"1,313.97"
Virginia,51033,Caroline,Bowling Green,+38.030319°,–77.352348°,77.352348°,"28,545","1,366.25",24.233,"1,390.49"
Virginia,51035,Carroll,Hillsville,+36.732426°,–80.728043°,80.728043°,"30,042","1,229.44",7.648,"1,237.09"
Virginia,51036,Charles City,Charles City,+37.361048°,–77.054171°,77.054171°,"7,256",473.494,55.491,528.985
Virginia,51037,Charlotte,Charlotte Court House,+37.014091°,–78.661424°,78.661424°,"12,586","1,230.95",5.828,"1,236.77"
Virginia,51041,Chesterfield,Chesterfield,+37.378434°,–77.585847°,77.585847°,"316,236","1,096.33",35.373,"1,131.71"
Virginia,51043,Clarke,Berryville,+39.115931°,–77.992004°,77.992004°,"14,034",456.298,5.659,461.956
Virginia,51045,Craig,New Castle,+37.473129°,–80.231734°,80.231734°,"5,190",853.49,2.799,856.288
Virginia,51047,Culpeper,Culpeper,+38.485930°,–77.956476°,77.956476°,"46,689",982.211,8.572,990.783
Virginia,51049,Cumberland,Cumberland,+37.520189°,–78.252836°,78.252836°,"10,052",770.42,5.932,776.351
Virginia,51051,Dickenson,Clintwood,+37.137081°,–82.349208°,82.349208°,"15,903",856.075,8.107,864.182
Virginia,51053,Dinwiddie,Dinwiddie,+37.073498°,–77.635492°,77.635492°,"28,001","1,304.62",9.002,"1,313.62"
Virginia,51057,Essex,Tappahannock,+37.939480°,–76.941871°,76.941871°,"11,151",665.944,74.794,740.738
Virginia,51059,Fairfax,Fairfax [13],+38.833743°,–77.276117°,77.276117°,"1,081,726","1,012.60",39.567,"1,052.17"
Virginia,51061,Fauquier,Warrenton,+38.744103°,–77.821585°,77.821585°,"65,203","1,676.89",9.78,"1,686.67"
Virginia,51063,Floyd,Floyd,+36.931438°,–80.350309°,80.350309°,"15,279",985.284,2.258,987.541
Virginia,51065,Fluvanna,Palmyra,+37.830606°,–78.284445°,78.284445°,"25,691",740.75,10.731,751.481
Virginia,51067,Franklin,Rocky Mount,+36.992350°,–79.883959°,79.883959°,"56,159","1,788.20",54.707,"1,842.90"
Virginia,51069,Frederick,Winchester [13],+39.203637°,–78.263916°,78.263916°,"78,305","1,070.95",5.208,"1,076.16"
Virginia,51071,Giles,Pearisburg,+37.311930°,–80.717178°,80.717178°,"17,286",921.469,12.017,933.486
Virginia,51073,Gloucester,Gloucester Courthouse,+37.403541°,–76.523505°,76.523505°,"36,858",564.117,181.749,745.866
Virginia,51075,Goochland,Goochland,+37.724166°,–77.914273°,77.914273°,"21,717",728.862,21.988,750.85
Virginia,51077,Grayson,Independence,+36.656303°,–81.225337°,81.225337°,"15,533","1,145.23",9.791,"1,155.02"
Virginia,51079,Greene,Stanardsville,+38.297981°,–78.470163°,78.470163°,"18,403",404.676,1.707,406.383
Virginia,51081,Greensville,Emporia [13],+36.680225°,–77.560261°,77.560261°,"12,243",764.633,4.094,768.726
Virginia,51083,Halifax,Halifax,+36.766461°,–78.939614°,78.939614°,"36,241","2,118.19",30.548,"2,148.74"
Virginia,51085,Hanover,Hanover Courthouse,+37.760166°,–77.490992°,77.490992°,"99,863","1,213.50",13.649,"1,227.15"
Virginia,51087,Henrico,Richmond [13],+37.437521°,–77.300333°,77.300333°,"306,935",605.272,29.035,634.307
Virginia,51089,Henry,Martinsville [13],+36.620593°,–79.980584°,79.980584°,"54,151",990.241,5.299,995.54
Virginia,51091,Highland,Monterey,+38.356672°,–79.567958°,79.567958°,"2,321","1,075.25",1.806,"1,077.06"
Virginia,51093,Isle of Wight,Isle of Wight,+36.901418°,–76.707569°,76.707569°,"35,270",817.432,122.289,939.721
Virginia,51095,James City,Williamsburg [13],+37.324427°,–76.778319°,76.778319°,"67,009",368.909,95.321,464.23
Virginia,51097,King and Queen,King and Queen Court House,+37.720995°,–76.891090°,76.891090°,"6,945",816.204,28.873,845.077
Virginia,51099,King George,King George,+38.277179°,–77.162702°,77.162702°,"23,584",465.256,21.035,486.29
Virginia,51101,King William,King William,+37.708260°,–77.091054°,77.091054°,"15,935",709.505,30.286,739.79
Virginia,51103,Lancaster,Lancaster,+37.703831°,–76.413199°,76.413199°,"11,391",345.116,254.202,599.317
Virginia,51105,Lee,Jonesville,+36.702162°,–83.130334°,83.130334°,"25,587","1,127.99",4.898,"1,132.89"
Virginia,51107,Loudoun,Leesburg,+39.081130°,–77.638857°,77.638857°,"312,311","1,335.30",14.445,"1,349.74"
Virginia,51109,Louisa,Louisa,+37.971681°,–77.959178°,77.959178°,"33,153","1,285.41",37.739,"1,323.15"
Virginia,51111,Lunenburg,Lunenburg,+36.945757°,–78.242313°,78.242313°,"12,914","1,118.05",1.795,"1,119.85"
Virginia,51113,Madison,Madison,+38.412059°,–78.276961°,78.276961°,"13,308",830.566,3.086,833.651
Virginia,51115,Mathews,Mathews,+37.425348°,–76.268808°,76.268808°,"8,978",222.555,430.024,652.579
Virginia,51117,Mecklenburg,Boydton,+36.687256°,–78.368959°,78.368959°,"32,727","1,620.00",139.194,"1,759.19"
Virginia,51119,Middlesex,Saluda,+37.606828°,–76.527958°,76.527958°,"10,959",337.492,208.378,545.871
Virginia,51121,Montgomery,Christiansburg,+37.174885°,–80.387314°,80.387314°,"94,392","1,002.36",5.83,"1,008.19"
Virginia,51125,Nelson,Lovingston,+37.790016°,–78.879394°,78.879394°,"15,020","1,219.51",8.934,"1,228.45"
Virginia,51127,New Kent,New Kent,+37.498974°,–76.993339°,76.993339°,"18,429",543.197,35.592,578.789
Virginia,51131,Northampton,Eastville,+37.302629°,–75.923868°,75.923868°,"12,389",548.073,"1,511.61","2,059.69"
Virginia,51133,Northumberland,Heathsville,+37.856974°,–76.379687°,76.379687°,"12,330",495.452,244.302,739.754
Virginia,51135,Nottoway,Nottoway,+37.143696°,–78.052162°,78.052162°,"15,853",814.272,4.292,818.563
Virginia,51137,Orange,Orange,+38.250439°,–78.009980°,78.009980°,"33,481",882.624,6.427,889.051
Virginia,51139,Page,Luray,+38.623751°,–78.490471°,78.490471°,"24,042",805.113,8.338,813.451
Virginia,51141,Patrick,Stuart,+36.667327°,–80.286141°,80.286141°,"18,490","1,251.21",7.165,"1,258.38"
Virginia,51143,Pittsylvania,Chatham,+36.821721°,–79.398502°,79.398502°,"63,506","2,509.55",23.917,"2,533.46"
Virginia,51145,Powhatan,Powhatan,+37.549404°,–77.912855°,77.912855°,"28,046",673.969,5.505,679.475
Virginia,51147,Prince Edward,Farmville,+37.224881°,–78.432957°,78.432957°,"23,368",906.392,10.04,916.433
Virginia,51149,Prince George,Prince George,+37.187326°,–77.220993°,77.220993°,"35,725",686.749,43.215,729.964
